"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.415769212E1	8.609099686E-2	-4.288699850E-2	1.355559975E-1	1.662118613E-1
1.416261958E1	8.609099686E-2	-4.288699850E-2	1.355559975E-1	1.662118613E-1
1.416754728E1	8.609099686E-2	-4.288699850E-2	1.355559975E-1	1.662118613E-1
1.417247466E1	8.609099686E-2	-4.288699850E-2	1.355559975E-1	1.662118613E-1
1.417740228E1	9.375000373E-3	7.198599726E-2	1.437589973E-1	1.610482032E-1
1.418233066E1	9.375000373E-3	7.198599726E-2	1.437589973E-1	1.610482032E-1
1.418725835E1	9.375000373E-3	7.198599726E-2	1.437589973E-1	1.610482032E-1
1.419218604E1	9.375000373E-3	7.198599726E-2	1.437589973E-1	1.610482032E-1
1.419711372E1	1.104829982E-1	2.355499938E-2	3.693830073E-1	3.862708078E-1
1.420204142E1	1.104829982E-1	2.355499938E-2	3.693830073E-1	3.862708078E-1
1.420696909E1	1.104829982E-1	2.355499938E-2	3.693830073E-1	3.862708078E-1
1.421189678E1	1.104829982E-1	2.355499938E-2	3.693830073E-1	3.862708078E-1
1.421682478E1	2.250210047E-1	-2.482799999E-2	4.042969942E-1	4.633648041E-1
1.422175239E1	2.250210047E-1	-2.482799999E-2	4.042969942E-1	4.633648041E-1
1.422668046E1	2.250210047E-1	-2.482799999E-2	4.042969942E-1	4.633648041E-1
1.423160869E1	2.250210047E-1	-2.482799999E-2	4.042969942E-1	4.633648041E-1
1.423653641E1	3.118259907E-1	-3.241200000E-2	1.806689948E-1	3.618387374E-1
1.424146441E1	3.118259907E-1	-3.241200000E-2	1.806689948E-1	3.618387374E-1
1.424639187E1	3.118259907E-1	-3.241200000E-2	1.806689948E-1	3.618387374E-1
1.425131949E1	3.118259907E-1	-3.241200000E-2	1.806689948E-1	3.618387374E-1
1.425624726E1	1.942770034E-1	-1.219599973E-2	5.155799910E-2	2.013716061E-1
1.426117556E1	1.942770034E-1	-1.219599973E-2	5.155799910E-2	2.013716061E-1
1.426610387E1	1.942770034E-1	-1.219599973E-2	5.155799910E-2	2.013716061E-1
1.427103156E1	1.942770034E-1	-1.219599973E-2	5.155799910E-2	2.013716061E-1
1.427595926E1	1.942770034E-1	-1.219599973E-2	5.155799910E-2	2.013716061E-1
1.428088695E1	6.333599985E-2	-5.988400057E-2	-1.732960045E-1	1.939820806E-1
1.428581495E1	6.333599985E-2	-5.988400057E-2	-1.732960045E-1	1.939820806E-1
1.429074286E1	6.333599985E-2	-5.988400057E-2	-1.732960045E-1	1.939820806E-1
1.429567032E1	6.333599985E-2	-5.988400057E-2	-1.732960045E-1	1.939820806E-1
1.430059832E1	5.528699979E-2	4.143499956E-2	-1.791689992E-1	1.920287526E-1
1.430552623E1	5.528699979E-2	4.143499956E-2	-1.791689992E-1	1.920287526E-1
1.431045392E1	5.528699979E-2	4.143499956E-2	-1.791689992E-1	1.920287526E-1
1.431538107E1	5.528699979E-2	4.143499956E-2	-1.791689992E-1	1.920287526E-1
1.432030837E1	6.771999877E-3	4.642900079E-2	-6.118100137E-2	7.710140741E-2
1.432523552E1	6.771999877E-3	4.642900079E-2	-6.118100137E-2	7.710140741E-2
1.433016258E1	6.771999877E-3	4.642900079E-2	-6.118100137E-2	7.710140741E-2
1.433508988E1	6.771999877E-3	4.642900079E-2	-6.118100137E-2	7.710140741E-2
1.434001735E1	3.989800066E-2	-3.580000019E-3	9.844399989E-2	1.062821150E-1
1.434494525E1	3.989800066E-2	-3.580000019E-3	9.844399989E-2	1.062821150E-1
1.434987294E1	3.989800066E-2	-3.580000019E-3	9.844399989E-2	1.062821150E-1
1.435480002E1	3.989800066E-2	-3.580000019E-3	9.844399989E-2	1.062821150E-1
1.435972708E1	8.664900064E-2	1.417899970E-2	2.040569931E-1	2.221448847E-1
1.436465424E1	8.664900064E-2	1.417899970E-2	2.040569931E-1	2.221448847E-1
1.436958192E1	8.664900064E-2	1.417899970E-2	2.040569931E-1	2.221448847E-1
1.437450954E1	8.664900064E-2	1.417899970E-2	2.040569931E-1	2.221448847E-1
1.437943723E1	1.744579971E-1	-3.655799851E-2	2.693090141E-1	3.229542151E-1
1.438436429E1	1.744579971E-1	-3.655799851E-2	2.693090141E-1	3.229542151E-1
1.438929144E1	1.744579971E-1	-3.655799851E-2	2.693090141E-1	3.229542151E-1
1.439421791E1	1.744579971E-1	-3.655799851E-2	2.693090141E-1	3.229542151E-1
1.439914467E1	2.083500028E-1	-3.315399960E-2	2.939859927E-1	3.618517310E-1
1.440407113E1	2.083500028E-1	-3.315399960E-2	2.939859927E-1	3.618517310E-1
1.440899759E1	2.083500028E-1	-3.315399960E-2	2.939859927E-1	3.618517310E-1
1.441392436E1	2.083500028E-1	-3.315399960E-2	2.939859927E-1	3.618517310E-1
1.441885082E1	2.016360015E-1	2.466100082E-2	1.143599972E-1	2.331168184E-1
1.442377812E1	2.016360015E-1	2.466100082E-2	1.143599972E-1	2.331168184E-1
1.442870466E1	2.016360015E-1	2.466100082E-2	1.143599972E-1	2.331168184E-1
1.443363166E1	2.016360015E-1	2.466100082E-2	1.143599972E-1	2.331168184E-1
1.443855824E1	1.538770050E-1	8.257500082E-2	-5.174100026E-2	1.821370213E-1
1.444348463E1	1.538770050E-1	8.257500082E-2	-5.174100026E-2	1.821370213E-1
1.444841138E1	1.538770050E-1	8.257500082E-2	-5.174100026E-2	1.821370213E-1
1.445333784E1	1.538770050E-1	8.257500082E-2	-5.174100026E-2	1.821370213E-1
1.445826438E1	2.682630122E-1	-4.999800026E-2	-2.585510015E-1	3.759168314E-1
1.446319105E1	2.682630122E-1	-4.999800026E-2	-2.585510015E-1	3.759168314E-1
1.446811782E1	2.682630122E-1	-4.999800026E-2	-2.585510015E-1	3.759168314E-1
1.447304459E1	2.682630122E-1	-4.999800026E-2	-2.585510015E-1	3.759168314E-1
1.447797136E1	5.462399870E-2	1.440239996E-1	-2.874889970E-1	3.261542842E-1
1.448289759E1	5.462399870E-2	1.440239996E-1	-2.874889970E-1	3.261542842E-1
1.448782397E1	5.462399870E-2	1.440239996E-1	-2.874889970E-1	3.261542842E-1
1.449275081E1	5.462399870E-2	1.440239996E-1	-2.874889970E-1	3.261542842E-1
1.449767820E1	-1.990250051E-1	1.600649953E-1	-7.021600008E-2	2.648811848E-1
1.450260529E1	-1.990250051E-1	1.600649953E-1	-7.021600008E-2	2.648811848E-1
1.450753260E1	-1.990250051E-1	1.600649953E-1	-7.021600008E-2	2.648811848E-1
1.451245998E1	-1.990250051E-1	1.600649953E-1	-7.021600008E-2	2.648811848E-1
1.451738685E1	-1.244990006E-1	9.334599972E-2	2.555399947E-2	1.576911022E-1
1.452231385E1	-1.244990006E-1	9.334599972E-2	2.555399947E-2	1.576911022E-1
1.452724064E1	-1.244990006E-1	9.334599972E-2	2.555399947E-2	1.576911022E-1
1.453216740E1	-1.244990006E-1	9.334599972E-2	2.555399947E-2	1.576911022E-1
1.453709425E1	1.143139973E-1	6.620699912E-2	-8.138100058E-2	1.551577390E-1
1.454202156E1	1.143139973E-1	6.620699912E-2	-8.138100058E-2	1.551577390E-1
1.454694864E1	1.143139973E-1	6.620699912E-2	-8.138100058E-2	1.551577390E-1
1.455187540E1	1.143139973E-1	6.620699912E-2	-8.138100058E-2	1.551577390E-1
1.455680196E1	1.361299958E-2	1.056979969E-1	4.195000045E-3	1.066535435E-1
1.456172865E1	1.361299958E-2	1.056979969E-1	4.195000045E-3	1.066535435E-1
1.456665519E1	1.361299958E-2	1.056979969E-1	4.195000045E-3	1.066535435E-1
1.457158134E1	1.361299958E-2	1.056979969E-1	4.195000045E-3	1.066535435E-1
1.457650780E1	9.161000140E-3	1.029549986E-1	9.148100019E-2	1.380305367E-1
1.458143457E1	9.161000140E-3	1.029549986E-1	9.148100019E-2	1.380305367E-1
1.458636097E1	9.161000140E-3	1.029549986E-1	9.148100019E-2	1.380305367E-1
1.459128720E1	9.161000140E-3	1.029549986E-1	9.148100019E-2	1.380305367E-1
1.459621390E1	-8.433000185E-3	1.132450029E-1	7.049900293E-2	1.336624689E-1
1.460114043E1	-8.433000185E-3	1.132450029E-1	7.049900293E-2	1.336624689E-1
1.460606628E1	-8.433000185E-3	1.132450029E-1	7.049900293E-2	1.336624689E-1
1.461099266E1	-8.433000185E-3	1.132450029E-1	7.049900293E-2	1.336624689E-1
1.461591882E1	-8.433000185E-3	1.132450029E-1	7.049900293E-2	1.336624689E-1
1.462084497E1	-9.185700119E-2	1.648759991E-1	2.387160063E-1	3.043142051E-1
1.462577120E1	-9.185700119E-2	1.648759991E-1	2.387160063E-1	3.043142051E-1
1.463069759E1	-9.185700119E-2	1.648759991E-1	2.387160063E-1	3.043142051E-1
1.463562405E1	-9.185700119E-2	1.648759991E-1	2.387160063E-1	3.043142051E-1
1.464055059E1	-4.955799878E-2	9.504500031E-2	3.633599877E-1	3.788403727E-1
1.464547700E1	-4.955799878E-2	9.504500031E-2	3.633599877E-1	3.788403727E-1
1.465040323E1	-4.955799878E-2	9.504500031E-2	3.633599877E-1	3.788403727E-1
1.465532969E1	-4.955799878E-2	9.504500031E-2	3.633599877E-1	3.788403727E-1
1.466025607E1	3.442899883E-2	1.075740010E-1	2.688550055E-1	2.916171045E-1
1.466518230E1	3.442899883E-2	1.075740010E-1	2.688550055E-1	2.916171045E-1
1.467010871E1	3.442899883E-2	1.075740010E-1	2.688550055E-1	2.916171045E-1
1.467503432E1	3.442899883E-2	1.075740010E-1	2.688550055E-1	2.916171045E-1
1.467996017E1	6.345500052E-2	6.577099860E-2	6.532999873E-2	1.123404205E-1
1.468488602E1	6.345500052E-2	6.577099860E-2	6.532999873E-2	1.123404205E-1
1.468981186E1	6.345500052E-2	6.577099860E-2	6.532999873E-2	1.123404205E-1
1.469473832E1	6.345500052E-2	6.577099860E-2	6.532999873E-2	1.123404205E-1
1.469966500E1	1.874199957E-1	7.925499976E-2	-1.528609991E-1	2.545075535E-1
1.470459092E1	1.874199957E-1	7.925499976E-2	-1.528609991E-1	2.545075535E-1
1.470951700E1	1.874199957E-1	7.925499976E-2	-1.528609991E-1	2.545075535E-1
1.471444346E1	1.874199957E-1	7.925499976E-2	-1.528609991E-1	2.545075535E-1
1.471936992E1	3.871399909E-2	1.069220006E-1	-1.947270036E-1	2.254987669E-1
1.472429637E1	3.871399909E-2	1.069220006E-1	-1.947270036E-1	2.254987669E-1
1.472922283E1	3.871399909E-2	1.069220006E-1	-1.947270036E-1	2.254987669E-1
1.473414898E1	3.871399909E-2	1.069220006E-1	-1.947270036E-1	2.254987669E-1
1.473907514E1	-2.847100049E-2	1.885530055E-1	-1.949049979E-1	2.726734163E-1
1.474400106E1	-2.847100049E-2	1.885530055E-1	-1.949049979E-1	2.726734163E-1
1.474892712E1	-2.847100049E-2	1.885530055E-1	-1.949049979E-1	2.726734163E-1
1.475385274E1	-2.847100049E-2	1.885530055E-1	-1.949049979E-1	2.726734163E-1
1.475877881E1	-6.862100214E-2	2.145700008E-1	-3.023099899E-1	3.770151949E-1
1.476370496E1	-6.862100214E-2	2.145700008E-1	-3.023099899E-1	3.770151949E-1
1.476863112E1	-6.862100214E-2	2.145700008E-1	-3.023099899E-1	3.770151949E-1
1.477355735E1	-6.862100214E-2	2.145700008E-1	-3.023099899E-1	3.770151949E-1
1.477848341E1	-9.535499662E-2	2.258599997E-1	-3.126760125E-1	3.973305974E-1
1.478340903E1	-9.535499662E-2	2.258599997E-1	-3.126760125E-1	3.973305974E-1
1.478833580E1	-9.535499662E-2	2.258599997E-1	-3.126760125E-1	3.973305974E-1
1.479326218E1	-9.535499662E-2	2.258599997E-1	-3.126760125E-1	3.973305974E-1
1.479818833E1	2.767099999E-2	1.280010045E-1	-2.682729959E-1	2.985303029E-1
1.480311456E1	2.767099999E-2	1.280010045E-1	-2.682729959E-1	2.985303029E-1
1.480804095E1	2.767099999E-2	1.280010045E-1	-2.682729959E-1	2.985303029E-1
1.481296687E1	2.767099999E-2	1.280010045E-1	-2.682729959E-1	2.985303029E-1
1.481789302E1	1.365430057E-1	1.783789992E-1	-1.668830067E-1	2.798445956E-1
1.482281887E1	1.365430057E-1	1.783789992E-1	-1.668830067E-1	2.798445956E-1
1.482774526E1	1.365430057E-1	1.783789992E-1	-1.668830067E-1	2.798445956E-1
1.483267180E1	1.365430057E-1	1.783789992E-1	-1.668830067E-1	2.798445956E-1
1.483759795E1	1.083049998E-1	1.302379966E-1	-1.014169976E-1	1.974267361E-1
1.484252411E1	1.083049998E-1	1.302379966E-1	-1.014169976E-1	1.974267361E-1
1.484745057E1	1.083049998E-1	1.302379966E-1	-1.014169976E-1	1.974267361E-1
1.485237665E1	1.083049998E-1	1.302379966E-1	-1.014169976E-1	1.974267361E-1
1.485730286E1	-5.661199987E-2	1.062960029E-1	-1.812179983E-1	2.175861247E-1
1.486222840E1	-5.661199987E-2	1.062960029E-1	-1.812179983E-1	2.175861247E-1
1.486715447E1	-5.661199987E-2	1.062960029E-1	-1.812179983E-1	2.175861247E-1
1.487208032E1	-5.661199987E-2	1.062960029E-1	-1.812179983E-1	2.175861247E-1
1.487700593E1	9.159000218E-2	2.033649981E-1	-1.770370007E-1	2.847598120E-1
1.488193235E1	9.159000218E-2	2.033649981E-1	-1.770370007E-1	2.847598120E-1
1.488685851E1	9.159000218E-2	2.033649981E-1	-1.770370007E-1	2.847598120E-1
1.489178466E1	9.159000218E-2	2.033649981E-1	-1.770370007E-1	2.847598120E-1
1.489671105E1	7.643900067E-2	1.234309971E-1	-1.730560064E-1	2.258904895E-1
1.490163720E1	7.643900067E-2	1.234309971E-1	-1.730560064E-1	2.258904895E-1
1.490656336E1	7.643900067E-2	1.234309971E-1	-1.730560064E-1	2.258904895E-1
1.491148928E1	7.643900067E-2	1.234309971E-1	-1.730560064E-1	2.258904895E-1
1.491641536E1	3.396200016E-2	7.171300054E-2	-1.841520071E-1	2.005196589E-1
1.492134160E1	3.396200016E-2	7.171300054E-2	-1.841520071E-1	2.005196589E-1
1.492626776E1	3.396200016E-2	7.171300054E-2	-1.841520071E-1	2.005196589E-1
1.493119383E1	3.396200016E-2	7.171300054E-2	-1.841520071E-1	2.005196589E-1
1.493611999E1	1.817299984E-2	1.301379949E-1	-1.831939965E-1	2.254466589E-1
1.494104622E1	1.817299984E-2	1.301379949E-1	-1.831939965E-1	2.254466589E-1
1.494597229E1	1.817299984E-2	1.301379949E-1	-1.831939965E-1	2.254466589E-1
1.495089851E1	1.817299984E-2	1.301379949E-1	-1.831939965E-1	2.254466589E-1
1.495582466E1	1.817299984E-2	1.301379949E-1	-1.831939965E-1	2.254466589E-1
1.496075074E1	-3.878699988E-2	1.079149991E-1	-1.019999981E-1	1.534733788E-1
1.496567666E1	-3.878699988E-2	1.079149991E-1	-1.019999981E-1	1.534733788E-1
1.497060281E1	-3.878699988E-2	1.079149991E-1	-1.019999981E-1	1.534733788E-1
1.497552896E1	-3.878699988E-2	1.079149991E-1	-1.019999981E-1	1.534733788E-1
1.498045514E1	-7.599999662E-5	1.273020059E-1	-4.926599935E-2	1.365025464E-1
1.498538130E1	-7.599999662E-5	1.273020059E-1	-4.926599935E-2	1.365025464E-1
1.499030745E1	-7.599999662E-5	1.273020059E-1	-4.926599935E-2	1.365025464E-1
1.499523391E1	-7.599999662E-5	1.273020059E-1	-4.926599935E-2	1.365025464E-1
1.500016006E1	-1.528500021E-2	1.062999964E-1	-5.189900100E-2	1.192762624E-1
1.500508653E1	-1.528500021E-2	1.062999964E-1	-5.189900100E-2	1.192762624E-1
1.501001291E1	-1.528500021E-2	1.062999964E-1	-5.189900100E-2	1.192762624E-1
1.501493937E1	-1.528500021E-2	1.062999964E-1	-5.189900100E-2	1.192762624E-1
1.501986582E1	1.071900036E-2	1.537429988E-1	2.655499987E-2	1.563872587E-1
1.502479236E1	1.071900036E-2	1.537429988E-1	2.655499987E-2	1.563872587E-1
1.502971882E1	1.071900036E-2	1.537429988E-1	2.655499987E-2	1.563872587E-1
1.503464529E1	1.071900036E-2	1.537429988E-1	2.655499987E-2	1.563872587E-1
1.503957175E1	9.885000065E-3	1.336790025E-1	1.176349968E-1	1.783417545E-1
1.504449813E1	9.885000065E-3	1.336790025E-1	1.176349968E-1	1.783417545E-1
1.504942428E1	9.885000065E-3	1.336790025E-1	1.176349968E-1	1.783417545E-1
1.505435074E1	9.885000065E-3	1.336790025E-1	1.176349968E-1	1.783417545E-1
1.505927698E1	7.748799771E-2	7.378499955E-2	5.731099844E-2	1.213802558E-1
1.506420336E1	7.748799771E-2	7.378499955E-2	5.731099844E-2	1.213802558E-1
1.506912961E1	7.748799771E-2	7.378499955E-2	5.731099844E-2	1.213802558E-1
1.507405607E1	7.748799771E-2	7.378499955E-2	5.731099844E-2	1.213802558E-1
1.507898276E1	1.588429958E-1	1.506599970E-2	-3.196400031E-2	1.627260857E-1
1.508390961E1	1.588429958E-1	1.506599970E-2	-3.196400031E-2	1.627260857E-1
1.508883630E1	1.588429958E-1	1.506599970E-2	-3.196400031E-2	1.627260857E-1
1.509376276E1	1.588429958E-1	1.506599970E-2	-3.196400031E-2	1.627260857E-1
1.509868963E1	-3.201400116E-2	9.350600094E-2	-9.540700167E-2	1.373709010E-1
1.510361640E1	-3.201400116E-2	9.350600094E-2	-9.540700167E-2	1.373709010E-1
1.510854318E1	-3.201400116E-2	9.350600094E-2	-9.540700167E-2	1.373709010E-1
1.511346956E1	-3.201400116E-2	9.350600094E-2	-9.540700167E-2	1.373709010E-1
1.511839603E1	-1.136439964E-1	1.590400040E-1	4.436200112E-2	2.004411832E-1
1.512332249E1	-1.136439964E-1	1.590400040E-1	4.436200112E-2	2.004411832E-1
1.512824872E1	-1.136439964E-1	1.590400040E-1	4.436200112E-2	2.004411832E-1
1.513317487E1	-1.136439964E-1	1.590400040E-1	4.436200112E-2	2.004411832E-1
1.513810103E1	-4.517799988E-2	4.853700101E-2	1.553629935E-1	1.689217330E-1
1.514302772E1	-4.517799988E-2	4.853700101E-2	1.553629935E-1	1.689217330E-1
1.514795449E1	-4.517799988E-2	4.853700101E-2	1.553629935E-1	1.689217330E-1
1.515288103E1	-4.517799988E-2	4.853700101E-2	1.553629935E-1	1.689217330E-1
1.515780803E1	2.345499955E-2	3.446700051E-2	1.149580032E-1	1.222843147E-1
1.516273487E1	2.345499955E-2	3.446700051E-2	1.149580032E-1	1.222843147E-1
1.516766187E1	2.345499955E-2	3.446700051E-2	1.149580032E-1	1.222843147E-1
1.517258864E1	2.345499955E-2	3.446700051E-2	1.149580032E-1	1.222843147E-1
1.517751550E1	1.192409992E-1	6.162700057E-2	6.044400111E-2	1.472065908E-1
1.518244227E1	1.192409992E-1	6.162700057E-2	6.044400111E-2	1.472065908E-1
1.518736902E1	1.192409992E-1	6.162700057E-2	6.044400111E-2	1.472065908E-1
1.519229548E1	1.192409992E-1	6.162700057E-2	6.044400111E-2	1.472065908E-1
1.519722164E1	7.851099968E-2	7.490900159E-2	3.363300115E-2	1.136068411E-1
1.520214802E1	7.851099968E-2	7.490900159E-2	3.363300115E-2	1.136068411E-1
1.520707418E1	7.851099968E-2	7.490900159E-2	3.363300115E-2	1.136068411E-1
1.521200041E1	7.851099968E-2	7.490900159E-2	3.363300115E-2	1.136068411E-1
1.521692687E1	5.102600157E-2	1.016319990E-1	-6.422000006E-3	1.139032842E-1
1.522185333E1	5.102600157E-2	1.016319990E-1	-6.422000006E-3	1.139032842E-1
1.522677979E1	5.102600157E-2	1.016319990E-1	-6.422000006E-3	1.139032842E-1
1.523170648E1	5.102600157E-2	1.016319990E-1	-6.422000006E-3	1.139032842E-1
1.523663271E1	-3.602999961E-3	7.360100001E-2	-1.823340058E-1	1.966615837E-1
1.524155917E1	-3.602999961E-3	7.360100001E-2	-1.823340058E-1	1.966615837E-1
1.524648556E1	-3.602999961E-3	7.360100001E-2	-1.823340058E-1	1.966615837E-1
1.525141202E1	-3.602999961E-3	7.360100001E-2	-1.823340058E-1	1.966615837E-1
1.525633849E1	-8.533799648E-2	1.953690052E-1	-9.946899861E-2	2.352566758E-1
1.526126502E1	-8.533799648E-2	1.953690052E-1	-9.946899861E-2	2.352566758E-1
1.526619170E1	-8.533799648E-2	1.953690052E-1	-9.946899861E-2	2.352566758E-1
1.527111847E1	-8.533799648E-2	1.953690052E-1	-9.946899861E-2	2.352566758E-1
1.527604531E1	-8.533500135E-2	8.537700027E-2	-1.252720058E-1	1.739665774E-1
1.528097238E1	-8.533500135E-2	8.537700027E-2	-1.252720058E-1	1.739665774E-1
1.528589907E1	-8.533500135E-2	8.537700027E-2	-1.252720058E-1	1.739665774E-1
1.529082592E1	-8.533500135E-2	8.537700027E-2	-1.252720058E-1	1.739665774E-1
1.529575299E1	-8.533500135E-2	8.537700027E-2	-1.252720058E-1	1.739665774E-1
1.530068007E1	-4.463599995E-2	1.241070032E-1	-1.358640045E-1	1.893513888E-1
1.530560714E1	-4.463599995E-2	1.241070032E-1	-1.358640045E-1	1.893513888E-1
1.531053445E1	-4.463599995E-2	1.241070032E-1	-1.358640045E-1	1.893513888E-1
1.531546191E1	-4.463599995E-2	1.241070032E-1	-1.358640045E-1	1.893513888E-1
1.532038891E1	6.389799714E-2	7.984600216E-2	5.970200151E-2	1.184173428E-1
1.532531576E1	6.389799714E-2	7.984600216E-2	5.970200151E-2	1.184173428E-1
1.533024276E1	6.389799714E-2	7.984600216E-2	5.970200151E-2	1.184173428E-1
1.533516983E1	6.389799714E-2	7.984600216E-2	5.970200151E-2	1.184173428E-1
1.534009691E1	9.015000425E-3	8.989399672E-2	1.873899996E-1	2.080317592E-1
1.534502376E1	9.015000425E-3	8.989399672E-2	1.873899996E-1	2.080317592E-1
1.534995105E1	9.015000425E-3	8.989399672E-2	1.873899996E-1	2.080317592E-1
1.535487813E1	9.015000425E-3	8.989399672E-2	1.873899996E-1	2.080317592E-1
1.535980490E1	-3.158799931E-2	1.136979982E-1	1.239869967E-1	1.711660359E-1
1.536473174E1	-3.158799931E-2	1.136979982E-1	1.239869967E-1	1.711660359E-1
1.536965851E1	-3.158799931E-2	1.136979982E-1	1.239869967E-1	1.711660359E-1
1.537458528E1	-3.158799931E-2	1.136979982E-1	1.239869967E-1	1.711660359E-1
1.537951229E1	-2.981000114E-3	1.240129992E-1	1.008979976E-1	1.599015831E-1
1.538443945E1	-2.981000114E-3	1.240129992E-1	1.008979976E-1	1.599015831E-1
1.538936682E1	-2.981000114E-3	1.240129992E-1	1.008979976E-1	1.599015831E-1
1.539429382E1	-2.981000114E-3	1.240129992E-1	1.008979976E-1	1.599015831E-1
1.539922090E1	-2.793399990E-2	1.210500002E-1	7.702799886E-2	1.461736074E-1
1.540414797E1	-2.793399990E-2	1.210500002E-1	7.702799886E-2	1.461736074E-1
1.540907451E1	-2.793399990E-2	1.210500002E-1	7.702799886E-2	1.461736074E-1
1.541400066E1	-2.793399990E-2	1.210500002E-1	7.702799886E-2	1.461736074E-1
1.541892743E1	5.591199920E-2	9.116899967E-2	-9.706199914E-2	1.444263474E-1
1.542385443E1	5.591199920E-2	9.116899967E-2	-9.706199914E-2	1.444263474E-1
1.542878151E1	5.591199920E-2	9.116899967E-2	-9.706199914E-2	1.444263474E-1
1.543370828E1	5.591199920E-2	9.116899967E-2	-9.706199914E-2	1.444263474E-1
1.543863536E1	5.756999925E-2	1.159140021E-1	-1.077620015E-1	1.684132110E-1
1.544356244E1	5.756999925E-2	1.159140021E-1	-1.077620015E-1	1.684132110E-1
1.544848898E1	5.756999925E-2	1.159140021E-1	-1.077620015E-1	1.684132110E-1
1.545341598E1	5.756999925E-2	1.159140021E-1	-1.077620015E-1	1.684132110E-1
1.545834275E1	4.522100091E-2	5.943899974E-2	-2.369100042E-2	7.835302875E-2
1.546326952E1	4.522100091E-2	5.943899974E-2	-2.369100042E-2	7.835302875E-2
1.546819598E1	4.522100091E-2	5.943899974E-2	-2.369100042E-2	7.835302875E-2
1.547312252E1	4.522100091E-2	5.943899974E-2	-2.369100042E-2	7.835302875E-2
1.547804928E1	3.273599967E-2	8.476699889E-2	-1.167550012E-1	1.479487076E-1
1.548297636E1	3.273599967E-2	8.476699889E-2	-1.167550012E-1	1.479487076E-1
1.548790397E1	3.273599967E-2	8.476699889E-2	-1.167550012E-1	1.479487076E-1
1.549283082E1	3.273599967E-2	8.476699889E-2	-1.167550012E-1	1.479487076E-1
1.549775751E1	6.331000011E-3	1.367039979E-1	-3.450550139E-1	3.712021379E-1
1.550268436E1	6.331000011E-3	1.367039979E-1	-3.450550139E-1	3.712021379E-1
1.550761142E1	6.331000011E-3	1.367039979E-1	-3.450550139E-1	3.712021379E-1
1.551253842E1	6.331000011E-3	1.367039979E-1	-3.450550139E-1	3.712021379E-1
1.551746488E1	-4.758699983E-2	2.017589957E-1	-3.546490073E-1	4.107884288E-1
1.552239134E1	-4.758699983E-2	2.017589957E-1	-3.546490073E-1	4.107884288E-1
1.552731757E1	-4.758699983E-2	2.017589957E-1	-3.546490073E-1	4.107884288E-1
1.553224434E1	-4.758699983E-2	2.017589957E-1	-3.546490073E-1	4.107884288E-1
1.553717110E1	-1.421840042E-1	2.121939957E-1	-3.096340001E-1	4.013923229E-1
1.554209779E1	-1.421840042E-1	2.121939957E-1	-3.096340001E-1	4.013923229E-1
1.554702433E1	-1.421840042E-1	2.121939957E-1	-3.096340001E-1	4.013923229E-1
1.555195133E1	-1.421840042E-1	2.121939957E-1	-3.096340001E-1	4.013923229E-1
1.555687840E1	-8.697500080E-2	1.937379986E-1	-1.533849984E-1	2.619656859E-1
1.556180557E1	-8.697500080E-2	1.937379986E-1	-1.533849984E-1	2.619656859E-1
1.556673234E1	-8.697500080E-2	1.937379986E-1	-1.533849984E-1	2.619656859E-1
1.557165942E1	-8.697500080E-2	1.937379986E-1	-1.533849984E-1	2.619656859E-1
1.557658643E1	-5.906600133E-2	1.318760067E-1	-6.173299998E-2	1.571338186E-1
1.558151359E1	-5.906600133E-2	1.318760067E-1	-6.173299998E-2	1.571338186E-1
1.558644096E1	-5.906600133E-2	1.318760067E-1	-6.173299998E-2	1.571338186E-1
1.559136796E1	-5.906600133E-2	1.318760067E-1	-6.173299998E-2	1.571338186E-1
1.559629473E1	-4.491300136E-2	1.362310052E-1	-6.283000112E-2	1.566003624E-1
1.560122189E1	-4.491300136E-2	1.362310052E-1	-6.283000112E-2	1.566003624E-1
1.560614927E1	-4.491300136E-2	1.362310052E-1	-6.283000112E-2	1.566003624E-1
1.561107658E1	-4.491300136E-2	1.362310052E-1	-6.283000112E-2	1.566003624E-1
1.561600396E1	-1.400319934E-1	2.209289968E-1	-8.922900259E-2	2.763700340E-1
1.562093112E1	-1.400319934E-1	2.209289968E-1	-8.922900259E-2	2.763700340E-1
1.562585819E1	-1.400319934E-1	2.209289968E-1	-8.922900259E-2	2.763700340E-1
1.563078550E1	-1.400319934E-1	2.209289968E-1	-8.922900259E-2	2.763700340E-1
1.563571266E1	-1.400319934E-1	2.209289968E-1	-8.922900259E-2	2.763700340E-1
1.564064004E1	-1.657360047E-1	2.368779927E-1	-1.016080007E-1	3.064372571E-1
1.564556773E1	-1.657360047E-1	2.368779927E-1	-1.016080007E-1	3.064372571E-1
1.565049535E1	-1.657360047E-1	2.368779927E-1	-1.016080007E-1	3.064372571E-1
1.565542304E1	-1.657360047E-1	2.368779927E-1	-1.016080007E-1	3.064372571E-1
1.566035042E1	-2.702159882E-1	3.348560035E-1	-6.446999963E-3	4.303333442E-1
1.566527758E1	-2.702159882E-1	3.348560035E-1	-6.446999963E-3	4.303333442E-1
1.567020489E1	-2.702159882E-1	3.348560035E-1	-6.446999963E-3	4.303333442E-1
